Scotland's Census 2022 - National Records of Scotland
Table UV607 - National Statistics Socio-economic Classification (NS-SeC)
All people aged 16 and over
,"All people aged 16 and over","L1: Employers in large establishments","L2: Higher managerial and administrative occupations","L3: Higher professional occupations","L4: Lower professional and higher technical occupations","L5: Lower managerial and administrative occupations","L6: Higher supervisory occupations","L7: Intermediate occupations","L8: Employers in small establishments","L9: Own account workers","L10: Lower supervisory occupations","L11: Lower technical occupations","L12: Semi-routine occupations","L13: Routine occupations","L14.1: Never worked","L14.2: Long-term unemployed","L15: Full-time students"
"S00163842",83,1,7,7,7,3,-,7,1,14,8,3,11,7,-,-,6
"S00163843",94,-,-,6,19,7,-,12,5,21,-,-,10,12,-,2,1
"S00163844",93,-,8,11,21,5,-,7,3,16,2,5,5,4,3,1,2
"S00163845",126,1,8,15,26,5,7,11,5,17,8,5,10,5,4,-,5
"S00163846",62,-,-,5,2,4,2,14,-,3,3,3,12,8,1,1,3
"S00163847",61,-,2,7,10,5,3,7,-,5,6,4,7,3,-,-,2
"S00163848",83,-,2,4,9,3,2,13,-,2,7,-,16,21,2,-,6
"S00163849",100,-,1,6,16,7,4,14,3,6,11,5,10,16,1,-,1
"S00163850",93,-,4,2,19,7,1,7,4,7,5,4,15,13,-,-,5
"S00163851",89,-,-,-,12,5,6,8,-,5,8,7,12,18,-,-,6
"S00163852",88,2,8,16,15,7,4,6,1,5,3,1,11,10,-,-,5
"S00163853",67,-,1,-,1,5,4,7,1,4,3,7,10,17,-,1,7
"S00163854",128,-,3,11,15,3,1,11,2,9,8,5,25,15,7,-,3
"S00163855",97,-,2,3,6,4,2,4,3,13,8,5,17,21,4,-,6
"S00163856",140,-,5,10,23,3,6,17,1,13,7,10,21,18,4,1,2
"S00163857",67,-,1,-,13,1,1,9,1,12,3,4,9,11,-,-,1
"S00163858",57,-,1,5,6,1,3,7,2,8,6,2,5,9,1,-,1
"S00163859",122,-,2,3,11,8,3,18,2,15,6,10,21,19,4,-,4
"S00163860",60,-,3,4,9,1,-,10,-,4,2,5,10,6,2,-,3
"S00163861",117,-,4,9,18,4,2,15,-,17,6,10,11,13,3,-,1
"S00163862",109,-,2,10,17,4,4,12,2,10,2,6,14,19,9,-,4
"S00163863",90,-,-,3,8,6,2,10,4,11,6,6,14,15,2,-,-
"S00163864",125,-,2,4,12,6,5,11,-,5,17,4,15,24,1,2,6
"S00163865",116,1,7,11,17,2,4,7,6,22,4,6,16,7,-,-,8
"S00163866",70,-,5,5,9,3,4,6,6,9,2,3,9,12,2,-,4
"S00163867",59,-,1,-,6,-,1,9,-,2,9,2,11,9,1,-,3
"S00163868",57,-,3,7,13,2,1,6,-,2,4,4,4,4,2,-,-
"S00163869",124,-,8,9,13,5,8,11,4,12,5,5,20,17,7,-,3
"S00163870",80,-,8,5,13,7,2,10,-,10,5,2,11,2,2,-,3
"S00163871",62,-,-,3,8,-,3,7,1,4,6,4,1,10,7,-,2
"S00163872",151,-,4,13,15,5,3,15,5,21,12,7,14,23,4,-,7
"S00163873",121,-,6,20,36,4,4,14,4,12,2,1,2,10,3,1,3
"S00163874",106,2,8,9,10,1,3,4,12,25,6,7,11,2,1,-,1
"S00163875",123,4,9,6,16,5,3,10,7,8,6,5,16,15,4,1,5
"S00163876",48,-,1,2,4,3,-,8,-,5,5,2,4,5,3,-,5
"S00163877",115,-,7,18,12,10,3,5,4,17,9,3,9,9,6,-,1
"S00163878",86,-,5,14,12,2,5,6,1,19,3,2,7,6,3,2,1
"S00163879",55,-,2,2,7,1,2,4,2,13,3,2,7,6,1,1,-
"S00163880",58,-,1,3,13,1,2,3,1,7,2,4,4,7,3,2,3
"S00163881",124,-,4,10,32,6,6,10,2,15,4,3,7,13,2,-,9
"S00163882",89,-,4,6,7,3,2,3,5,6,10,1,16,19,-,1,6
"S00163883",84,1,2,4,11,-,4,6,4,6,3,7,15,13,4,-,2
"S00163884",91,-,6,5,10,5,3,7,1,24,4,4,8,8,2,2,2
"S00163885",147,-,2,14,19,6,2,10,4,10,3,3,9,9,4,-,51
"S00163886",57,-,-,5,7,4,4,4,3,8,-,3,11,9,1,-,2
"S00163887",110,1,3,2,8,2,6,11,-,5,5,7,17,24,14,-,4
"S00163888",57,-,2,3,4,2,2,8,4,6,7,-,5,5,5,-,1
"S00163889",61,-,6,9,8,4,2,5,2,8,1,2,1,6,1,-,7
"S00163890",152,-,6,14,19,6,1,22,5,26,6,10,15,9,4,2,4
"S00163891",138,-,-,19,29,5,6,9,6,39,1,6,9,7,1,-,2
"S00163892",77,-,1,9,17,-,2,6,2,7,6,2,12,11,-,-,4
"S00163893",79,-,4,9,16,2,1,2,6,14,3,2,6,9,2,1,3
"S00163894",102,1,4,13,17,5,-,11,4,9,4,4,15,9,4,-,5
"S00163895",118,-,5,8,11,-,3,12,4,16,9,3,12,21,7,-,3
"S00163896",133,-,8,17,24,9,4,14,4,22,11,7,6,3,4,-,3
"S00163897",121,-,4,7,22,4,3,6,6,24,6,4,15,14,4,-,4
"S00163898",102,-,6,2,8,2,-,7,1,13,7,7,17,20,4,2,5
"S00163899",124,-,9,16,28,5,4,8,9,16,4,3,11,3,1,-,5
"S00163900",110,-,3,6,20,4,4,6,4,14,7,8,21,10,1,-,4
"S00163901",83,-,1,6,8,2,3,5,2,5,4,6,17,18,3,-,4
"S00163902",123,2,4,14,22,6,5,9,4,17,4,4,13,10,3,-,5
"S00163903",72,-,2,6,19,6,-,8,3,8,-,4,5,6,-,-,2
"S00163904",120,-,5,8,25,7,5,19,5,7,3,4,12,3,6,2,8
"S00163905",65,-,2,-,11,1,1,2,-,4,5,2,19,16,1,-,-
"S00163906",82,-,1,2,12,2,-,12,3,5,5,5,15,13,-,-,6
"S00163907",100,-,-,9,15,8,3,10,2,5,2,4,12,21,10,-,7
"S00163908",114,-,7,8,12,8,3,18,7,13,1,5,13,17,6,-,-
"S00163909",100,-,9,5,9,1,1,8,2,15,2,15,10,10,8,-,2
"S00163910",142,1,7,23,35,8,2,9,7,19,6,3,8,10,2,1,4
"S00163911",51,-,5,3,4,1,-,6,5,6,-,3,1,13,1,1,-
"S00163912",82,1,1,5,7,1,4,4,4,17,5,2,15,7,-,-,8
"S00163913",112,-,8,14,20,4,3,6,3,10,5,5,15,14,7,-,-
"S00163914",87,-,5,10,10,2,1,7,3,16,3,4,9,10,-,-,5
"S00163915",112,-,-,4,12,2,4,15,-,13,9,9,21,18,5,-,4
"S00163916",77,-,-,4,8,5,1,10,2,6,5,7,8,20,1,-,3
"S00163917",123,-,6,10,24,8,1,14,4,9,10,3,6,19,6,-,5
"S00163918",52,-,3,2,9,1,-,3,2,10,2,1,7,11,-,-,-
"S00163919",85,-,3,5,19,4,4,7,3,16,2,4,9,9,1,-,-
"S00163920",79,-,1,5,17,2,3,9,7,9,4,1,6,7,7,-,-
"S00163921",128,-,3,10,17,3,6,14,9,6,6,6,9,15,13,1,6
"S00163922",110,-,7,10,19,3,6,6,3,17,3,6,14,14,10,-,1
"S00163923",71,-,3,10,13,5,2,6,3,7,3,1,6,9,3,-,-
"S00163924",90,-,2,7,14,2,6,4,5,12,6,4,7,6,3,-,4
"S00163925",114,-,-,6,11,4,3,12,7,13,10,6,12,25,3,-,8
"S00163926",66,-,-,1,7,2,6,2,1,5,4,1,16,16,1,-,1
"S00163927",129,1,2,12,13,10,3,8,9,22,5,4,18,17,2,-,3
"S00163928",103,-,3,4,12,8,3,12,7,15,12,2,12,7,6,-,5
"S00163929",76,-,2,4,9,9,2,7,3,5,6,6,7,10,5,-,-
"S00163930",71,-,-,1,7,-,2,11,6,4,6,4,14,11,3,-,2
"S00163931",61,-,3,-,9,2,-,6,8,7,4,3,6,8,1,-,2
"S00163932",111,-,5,9,15,3,1,9,5,12,5,16,15,14,1,2,5
"S00163933",101,-,-,10,13,4,3,8,2,9,4,5,15,18,4,1,1
"S00163934",68,-,4,7,15,2,2,1,-,10,3,2,10,8,3,-,2
"S00163935",163,3,12,13,21,6,4,10,5,28,9,7,21,17,6,-,6
"S00163936",71,-,-,3,18,3,-,4,4,15,7,-,6,10,3,-,1
"S00163937",96,-,5,5,12,2,3,5,7,19,3,6,13,8,3,-,3
"S00163938",101,-,1,10,16,2,3,8,4,22,7,5,8,6,8,1,3
"S00163939",109,1,3,9,21,1,7,9,1,21,1,1,16,8,2,1,2
"S00163940",125,-,4,15,25,8,5,8,3,18,6,3,16,15,1,-,1
"S00163941",121,-,7,8,31,4,5,6,7,15,7,5,7,16,1,3,3
"S00163942",175,-,7,17,23,8,9,17,12,18,11,8,19,20,4,-,8
"S00163943",67,-,3,3,12,-,2,5,4,14,3,2,8,10,3,-,1
"S00163944",143,-,6,19,16,5,6,12,8,28,4,7,6,18,1,-,6
"S00163945",65,-,3,2,13,4,-,4,-,14,1,2,10,9,3,-,-
"S00163946",133,1,3,9,28,8,5,12,4,20,4,5,8,9,12,-,6
"S00163947",153,-,6,23,33,6,3,9,5,19,2,4,15,10,4,-,7
"S00163948",173,-,10,14,26,3,9,19,10,23,7,11,11,14,5,-,10
"S00163949",121,-,7,12,17,3,4,13,4,12,4,6,17,13,-,-,6
"S00163950",108,-,4,1,12,8,6,7,3,10,7,5,11,25,6,-,4
"S00163951",143,-,4,16,24,5,4,14,7,14,3,6,13,18,5,1,9
"S00163952",70,-,-,2,5,5,2,7,3,4,6,5,15,11,4,-,-
"S00163953",102,-,6,19,13,2,3,12,2,9,3,6,8,14,1,-,3
"S00163954",117,-,4,8,10,-,6,11,6,13,2,4,19,18,5,2,9
"S00163955",110,2,10,14,18,1,1,7,8,22,3,2,8,10,11,1,1
"S00163956",103,-,3,11,13,4,2,4,5,12,3,4,12,19,6,1,3
"S00163957",159,-,6,16,22,3,3,18,4,14,8,12,16,23,1,2,9
"S00163958",86,-,4,4,6,3,5,8,-,3,5,7,13,18,1,1,6
"S00163959",173,-,11,19,31,5,6,15,9,20,6,12,15,17,5,1,10
"S00163960",100,-,-,5,9,5,3,10,2,8,2,10,17,25,-,1,4
"S00163961",83,-,1,1,12,1,5,7,1,5,2,5,18,17,4,-,7
"S00163962",91,-,1,11,20,2,2,16,6,6,4,6,5,6,3,-,3
"S00163963",134,-,1,9,23,4,1,18,3,6,5,5,23,19,4,-,5
"S00163964",97,-,-,3,11,-,1,11,7,6,3,5,13,25,5,-,6
"S00163965",153,-,7,18,21,6,8,22,7,8,3,8,15,19,7,-,2
"S00163966",57,-,2,6,5,3,3,7,3,5,1,3,6,7,7,-,1
"S00163967",85,-,4,2,8,1,4,7,1,5,5,3,14,22,3,-,6
"S00163968",116,-,4,4,19,2,3,16,2,8,5,6,23,11,7,-,7
"S00163969",99,-,-,-,12,4,1,5,2,5,5,6,11,29,11,-,6
"S00163970",68,-,4,1,4,5,2,4,3,10,6,4,12,15,1,-,3
"S00163971",69,-,2,3,8,2,-,8,2,6,4,8,11,10,-,-,3
"S00163972",96,-,-,2,11,1,2,13,-,4,7,4,15,24,6,2,10
"S00163973",68,-,5,5,13,4,3,9,-,8,-,-,5,6,3,-,2
"S00163974",88,-,-,3,13,1,7,14,-,6,3,1,18,24,2,-,3
"S00163975",70,-,2,4,10,2,1,4,-,1,-,4,9,22,7,2,5
"S00163976",102,-,1,1,6,2,5,6,2,3,10,5,21,31,6,-,4
"S00163977",95,-,1,2,18,5,-,5,8,5,6,4,14,27,2,1,4
"S00163978",83,-,3,4,7,5,1,11,-,1,2,4,13,23,-,-,5
"S00163979",112,-,2,-,8,3,2,13,-,6,7,4,19,31,10,1,7
"S00163980",105,-,-,1,13,5,1,11,-,-,5,9,22,24,6,-,5
"S00163981",66,-,1,1,12,-,3,4,3,3,3,3,18,11,4,-,1
"S00163982",58,-,3,-,4,5,-,5,-,3,4,-,12,18,2,-,5
"S00163983",74,-,-,4,6,6,2,6,-,1,-,7,19,18,4,-,4
"S00163984",106,-,2,5,17,4,5,19,1,6,2,8,12,16,4,2,5
"S00163985",98,-,-,2,7,2,4,13,-,9,6,-,24,23,7,1,3
"S00163986",94,-,-,2,10,-,1,17,-,5,4,5,18,24,1,3,5
"S00163987",86,-,2,11,2,4,7,11,2,6,7,3,12,19,2,-,4
"S00163988",126,-,3,1,10,6,3,9,5,5,9,10,15,35,9,1,4
"S00163989",59,-,3,-,1,2,4,1,1,2,2,4,11,19,4,-,2
"S00163990",93,-,2,4,22,8,3,12,3,7,4,5,11,13,-,-,2
"S00163991",156,-,4,4,24,14,5,18,4,4,2,4,26,37,10,-,-
"S00163992",68,-,1,4,11,3,1,7,3,7,1,6,9,9,2,1,5
"S00163993",86,-,2,5,11,5,2,10,-,4,6,7,9,16,1,1,3
"S00163994",84,-,2,6,13,2,1,11,-,8,7,3,16,16,2,-,-
"S00163995",89,-,3,3,10,4,1,8,1,8,5,5,11,23,7,-,6
"S00163996",86,-,-,3,9,4,2,9,-,4,5,9,14,20,6,-,4
"S00163997",106,-,1,3,11,6,2,17,1,8,2,8,22,9,9,-,2
"S00163998",97,-,2,4,8,6,6,7,2,8,5,8,15,18,4,2,2
"S00163999",114,-,4,1,11,3,6,13,5,3,4,11,19,25,5,-,5
"S00164000",92,-,2,1,11,5,4,11,4,10,5,6,13,15,4,-,3
"S00164001",106,-,-,7,13,5,3,9,1,5,3,10,14,22,10,-,4
"S00164002",243,-,4,1,8,3,2,7,2,3,5,3,11,16,9,-,171
"S00164003",154,-,-,7,14,7,6,14,3,8,6,8,24,33,12,1,11
"S00164004",64,-,1,4,3,2,5,4,3,4,-,1,15,11,6,-,4
"S00164005",77,1,-,8,6,4,4,5,-,9,2,3,12,19,3,-,4
"S00164006",60,-,2,-,6,-,2,4,2,3,-,7,16,7,7,-,1
"S00164007",106,-,-,1,8,1,4,6,-,2,4,6,24,37,4,-,7
"S00164008",138,-,1,2,6,1,3,9,-,10,11,9,17,19,14,-,38
"S00164009",108,-,2,4,11,4,2,8,-,4,13,6,22,24,4,4,1
"S00164010",88,-,-,2,-,8,2,-,-,6,4,10,25,27,-,-,6
"S00164011",138,-,2,7,9,4,2,15,4,6,9,12,24,25,8,-,8
"S00164012",116,-,-,-,6,5,1,14,1,8,3,9,21,39,-,1,5
"S00164013",106,-,-,4,14,4,1,7,3,9,5,1,17,20,15,-,-
"S00164014",59,-,3,4,10,4,-,2,2,10,5,6,7,2,2,1,4
"S00164015",68,-,2,5,9,1,1,7,3,2,3,3,12,10,-,-,4
"S00164016",89,-,-,5,13,4,2,5,2,15,6,5,12,14,4,-,5
"S00164017",77,-,-,6,5,4,4,5,1,4,2,6,10,18,2,-,11
"S00164018",110,-,6,5,16,4,3,10,2,14,2,4,15,21,4,1,7
"S00164019",87,-,-,3,5,3,5,4,-,4,5,4,13,31,2,-,4
"S00164020",103,-,2,1,5,3,4,9,2,5,5,9,14,38,9,-,6
"S00164021",95,-,-,3,10,-,4,8,1,5,7,4,23,23,2,1,5
"S00164022",90,-,1,4,4,7,1,3,2,8,5,6,16,20,4,1,2
"S00164023",93,1,4,9,13,6,1,6,4,9,3,2,14,14,4,-,6
"S00164024",52,-,-,-,-,4,1,3,1,8,-,-,13,14,6,-,3
"S00164025",96,-,1,2,3,6,1,8,-,4,9,8,19,22,8,-,7
"S00164026",94,-,2,4,8,3,4,4,-,8,8,7,10,33,6,-,3
"S00164027",99,-,2,3,8,1,1,10,2,4,8,11,19,24,4,-,4
"S00164028",70,-,2,4,12,2,2,7,7,20,2,2,6,-,1,-,2
"S00164029",83,-,1,12,16,4,3,7,2,5,2,3,7,16,-,-,4
"S00164030",82,-,2,6,17,6,4,5,3,5,7,3,10,11,5,1,4
"S00164031",75,1,2,1,6,-,4,5,1,9,5,4,12,20,3,-,1
"S00164032",136,-,3,6,15,6,-,9,-,9,13,9,22,31,5,-,5
"S00164033",80,-,-,4,4,4,-,9,2,4,6,4,11,24,2,1,6
"S00164034",67,-,3,3,8,7,3,6,-,3,4,3,8,11,5,-,4
"S00164035",87,-,3,8,8,2,3,9,-,8,5,7,11,16,4,-,3
"S00164036",65,-,1,1,5,4,3,5,1,6,4,4,7,12,1,-,12
"S00164037",81,-,6,7,8,3,2,3,9,14,-,1,9,14,-,-,2
"S00164038",99,-,-,-,11,6,4,15,-,4,4,4,15,25,4,-,6
"S00164039",125,-,3,6,29,3,1,7,2,13,14,4,15,10,7,2,6
"S00164040",85,-,-,5,11,1,-,7,-,8,6,6,11,17,3,-,9
"S00164041",104,-,6,11,25,2,7,7,5,10,1,-,9,14,7,-,3
"S00164042",84,-,-,6,15,2,4,5,5,8,4,6,11,14,1,-,7
"S00164043",86,-,-,11,13,1,2,9,2,14,2,4,4,14,3,1,4
"S00164044",140,-,-,7,24,5,7,5,1,5,13,8,24,23,4,1,13
"S00164045",94,-,4,1,18,4,4,12,3,9,1,2,16,13,2,2,2
"S00164046",91,-,-,4,8,6,7,7,4,6,4,3,16,19,5,-,4
"S00164047",148,-,7,23,25,7,9,6,8,32,3,5,12,6,4,1,2
"S00164048",95,-,2,5,14,6,6,14,2,4,4,4,18,12,1,-,1
"S00164049",76,-,1,11,10,4,1,9,2,10,4,4,10,6,-,-,3
"S00164050",98,-,10,5,17,2,-,6,10,18,1,4,14,12,-,-,4
"S00164051",72,-,2,5,14,2,1,5,4,20,-,1,1,12,3,-,2
"S00164052",129,-,6,10,17,4,6,9,10,24,6,7,11,13,3,-,2
"S00164053",154,-,6,14,19,14,4,11,15,25,2,7,7,22,3,2,7
"S00164054",106,1,2,10,10,4,4,6,5,16,5,1,12,15,7,-,7
"S00164055",168,1,4,23,42,3,7,17,7,27,6,6,10,9,2,1,6
"S00164056",153,1,8,21,26,7,4,6,5,18,9,2,18,22,6,-,7
"S00164057",73,-,2,9,11,-,2,4,9,18,3,2,4,6,4,-,3
"S00164058",54,-,2,5,12,-,2,2,4,11,4,-,8,2,-,-,3
"S00164059",126,-,10,12,11,6,1,6,3,14,2,10,14,20,3,-,8
"S00164060",63,-,-,-,15,1,4,6,1,6,7,4,11,12,-,-,4
"S00164061",107,-,1,8,22,4,2,9,6,24,4,4,13,8,3,-,5
"S00164062",74,-,4,7,8,6,2,7,3,14,5,1,7,7,-,1,1
"S00164063",84,-,2,7,13,5,1,6,2,6,11,5,13,10,3,-,1
"S00164064",87,-,3,7,17,2,5,6,2,8,3,6,10,13,4,-,4
"S00164065",87,1,1,2,9,4,5,14,1,14,3,4,11,11,1,1,2
"S00164066",61,-,4,8,9,-,3,7,2,4,3,3,10,6,2,-,-
"S00164067",64,-,-,1,6,2,-,4,1,8,7,4,9,10,3,2,4
"S00164068",74,-,2,3,13,1,1,8,2,3,7,6,10,16,5,-,-
"S00164069",70,-,4,2,7,5,1,6,1,9,4,2,9,15,4,-,4
"S00164070",72,2,-,1,12,-,-,7,2,6,8,2,15,11,3,-,1
"S00164071",77,-,4,2,4,2,3,4,2,4,11,3,15,11,4,1,3
"S00164072",167,-,4,7,29,2,4,14,11,17,8,2,19,23,5,2,15
"S00164073",73,-,1,9,8,5,2,4,4,7,2,6,8,8,2,-,3
"S00164074",90,-,2,3,5,2,3,4,-,7,10,3,24,19,6,-,6
"S00164075",159,-,13,6,18,4,5,12,7,20,6,7,21,24,5,-,5
"S00164076",104,-,6,9,21,5,3,2,2,15,2,7,8,11,3,-,5
"S00164077",167,-,11,21,32,3,5,10,6,20,4,4,20,24,5,1,5
"S00164078",114,-,7,6,12,10,1,5,6,7,7,7,18,14,8,-,7
"S00164079",86,-,3,7,13,1,-,5,1,18,3,5,8,13,3,-,2
"S00164080",110,-,2,2,16,1,2,7,5,9,8,7,19,16,12,-,1
"S00164081",118,-,7,16,20,4,4,9,8,8,5,9,10,8,3,-,9
"S00164082",84,-,-,7,9,1,2,13,-,12,5,4,10,14,6,-,2
"S00164083",99,-,4,8,14,2,5,8,3,6,5,3,12,11,13,-,5
"S00164084",57,-,2,4,5,-,-,6,1,7,5,3,10,8,-,-,3
"S00164085",103,-,3,11,15,3,1,12,1,16,3,6,7,8,6,-,4
"S00164086",126,1,4,7,17,6,5,22,5,17,3,5,9,22,2,-,2
"S00164087",57,-,5,7,13,2,3,2,4,5,1,3,5,6,1,-,1
"S00164088",85,-,-,5,12,4,1,9,1,9,7,6,10,15,4,-,3
"S00164089",94,-,9,13,21,5,5,8,4,5,2,1,5,5,1,-,-
"S00164090",89,-,5,9,21,2,6,10,3,2,4,3,9,6,6,-,3
"S00164091",116,-,8,26,19,5,3,10,6,8,3,4,5,8,3,-,5
"S00164092",70,-,3,9,21,1,1,10,3,4,-,2,4,6,2,2,1
"S00164093",77,-,4,8,17,4,2,17,3,3,1,2,4,-,5,1,5
"S00164094",131,-,4,15,30,8,3,16,2,8,6,5,8,16,6,-,6
"S00164095",143,-,6,13,16,1,3,18,1,4,3,9,6,20,35,-,5
"S00164096",107,-,3,10,14,7,3,10,3,7,2,4,18,10,5,-,11
"S00164097",63,-,6,6,9,2,3,16,-,1,4,2,5,8,2,-,-
"S00164098",86,-,5,4,15,4,3,17,1,6,2,5,11,10,1,-,4
"S00164099",71,-,-,1,9,-,-,10,3,-,2,3,14,12,10,1,3
"S00164100",80,-,1,3,13,-,4,20,1,4,3,-,11,8,5,-,3
"S00164101",103,-,-,9,17,-,1,14,-,6,6,7,16,11,8,2,3
"S00164102",117,-,2,11,24,6,5,30,4,1,4,4,12,9,9,-,3
"S00164103",114,-,1,11,18,4,5,17,4,6,2,5,22,7,4,-,4
"S00164104",78,-,1,-,15,7,2,10,3,6,1,3,15,6,5,1,3
"S00164105",82,-,4,14,19,3,4,11,2,2,-,2,6,5,8,-,4
"S00164106",97,-,11,15,31,2,5,11,3,4,1,2,5,1,3,1,1
"S00164107",63,-,-,5,10,1,4,4,2,-,4,3,12,8,9,-,1
"S00164108",53,-,1,6,9,2,2,7,-,-,-,2,1,4,8,-,-
"S00164109",92,-,5,6,20,-,-,25,-,4,4,9,9,5,4,-,4
"S00164110",70,-,4,5,7,4,2,9,1,-,2,3,14,13,7,3,5
"S00164111",94,-,-,2,9,3,-,8,1,2,4,5,11,25,21,2,3
"S00164112",77,-,7,8,20,6,-,14,1,3,3,1,4,1,-,-,3
"S00164113",112,-,2,7,24,10,1,19,1,2,3,5,12,11,10,-,4
"S00164114",88,-,-,13,22,-,4,13,2,5,-,1,10,8,3,-,5
"S00164115",112,-,2,6,14,6,1,21,3,12,2,6,10,9,10,2,10
"S00164116",111,1,9,20,23,5,3,12,9,7,-,2,6,3,6,-,10
"S00164117",112,-,3,8,20,-,3,13,-,3,5,9,14,18,6,2,7
"S00164118",58,-,1,8,11,4,-,13,1,3,1,-,4,7,-,1,1
"S00164119",64,-,4,7,15,3,1,7,-,5,-,1,8,5,6,-,2
"S00164120",73,-,-,4,14,5,-,9,-,5,3,-,6,12,6,-,3
"S00164121",101,-,5,16,18,4,6,15,5,4,2,4,6,7,1,1,9
"S00164122",120,-,7,19,33,2,4,21,7,5,2,1,8,4,1,-,4
"S00164123",73,2,3,12,15,2,2,10,2,-,2,1,7,8,4,-,3
"S00164124",99,-,8,12,30,3,1,13,2,2,1,1,9,6,4,-,5
"S00164125",101,-,2,9,22,1,1,15,2,10,4,1,8,11,7,3,1
"S00164126",52,-,1,10,16,1,4,6,1,2,3,1,3,6,3,-,1
"S00164127",91,-,4,13,20,2,-,9,2,9,3,1,11,8,5,1,6
"S00164128",101,-,5,16,30,8,5,12,1,4,2,5,9,2,3,-,-
"S00164129",72,-,2,5,19,3,3,9,1,3,3,3,7,5,4,-,4
"S00164130",89,-,2,9,19,6,2,12,2,3,1,1,15,5,1,1,5
"S00164131",63,-,1,5,11,1,2,11,-,1,-,4,6,7,6,-,6
"S00164132",75,-,3,3,15,3,2,13,3,2,2,1,15,8,1,3,2
"S00164133",78,-,4,1,10,-,4,9,3,5,4,3,15,7,1,-,10
"S00164134",99,-,3,2,26,3,2,10,5,3,4,4,9,14,6,-,3
"S00164135",104,-,2,10,23,3,5,15,1,5,3,4,6,9,5,-,9
"S00164136",172,-,9,22,34,4,9,22,6,3,-,4,13,9,29,-,10
"S00164137",84,-,1,2,13,1,-,18,2,1,-,3,14,18,10,-,1
"S00164138",91,-,4,4,19,2,6,15,1,-,2,7,8,10,4,-,9
"S00164139",137,-,4,10,29,7,5,20,6,2,1,3,9,9,25,-,6
"S00164140",112,-,3,7,26,1,7,17,2,7,3,2,10,13,-,2,8
"S00164141",107,-,4,17,35,4,2,6,4,4,1,2,14,3,2,2,5
"S00164142",85,-,4,5,20,2,1,22,2,4,3,4,8,5,1,-,4
"S00164143",76,-,3,-,7,-,1,13,-,5,1,1,11,11,9,2,4
"S00164144",60,-,-,5,10,4,3,10,1,3,1,7,7,5,4,-,-
"S00164145",75,-,1,-,11,2,-,13,1,-,-,5,10,15,12,1,-
"S00164146",88,-,4,12,18,5,1,10,-,4,-,1,6,11,13,2,3
"S00164147",94,-,3,5,28,1,6,17,2,6,5,-,9,4,4,-,5
"S00164148",119,-,5,18,21,3,4,22,2,13,5,-,6,10,6,-,3
"S00164149",54,-,3,8,9,6,1,8,-,2,2,4,4,2,4,2,4
"S00164150",106,-,4,7,10,4,-,18,4,1,4,4,20,19,8,-,1
"S00164151",108,-,2,2,8,1,2,19,3,4,9,6,17,25,16,-,-
"S00164152",90,-,3,7,21,1,4,16,-,4,3,3,13,10,4,-,3
"S00164153",65,-,3,7,16,2,2,10,4,4,3,-,6,5,1,-,-
"S00164154",54,-,3,1,9,4,-,3,-,1,5,4,10,11,3,-,2
"S00164155",112,-,1,8,22,2,5,25,-,9,1,2,9,16,5,1,7
"S00164156",79,-,1,-,20,3,4,15,-,2,6,3,8,5,6,-,5
"S00164157",98,-,6,17,33,2,6,5,3,2,3,1,7,6,2,-,4
"S00164158",88,-,2,3,11,2,1,13,-,5,4,1,10,21,10,-,4
"S00164159",95,-,5,12,24,4,-,16,4,9,4,2,7,6,1,-,2
"S00164160",117,-,2,4,24,5,6,10,3,4,5,2,12,14,20,-,7
"S00164161",99,-,5,13,22,-,6,19,5,4,1,4,10,2,5,1,3
"S00164162",121,-,5,9,29,5,5,14,1,1,3,3,24,9,1,1,9
"S00164163",56,-,2,10,6,-,-,6,1,-,2,1,12,10,7,1,-
"S00164164",63,-,3,3,12,2,3,11,1,6,2,2,7,5,5,-,2
"S00164165",120,-,5,20,20,2,7,21,2,12,1,6,7,8,4,-,12
"S00164166",102,-,5,12,20,5,5,14,2,4,1,8,12,5,4,-,10
"S00164167",114,-,3,14,20,2,2,20,-,1,4,6,14,14,4,-,11
"S00164168",97,-,7,7,23,5,4,12,3,6,3,3,13,4,6,-,7
"S00164169",89,-,2,14,24,1,2,11,3,3,2,4,8,5,2,-,8
"S00164170",84,-,4,7,17,2,5,19,3,2,3,3,10,4,3,-,2
"S00164171",103,-,2,7,17,1,7,17,3,1,6,5,14,11,-,-,8
"S00164172",71,-,2,11,24,2,1,9,3,3,4,-,5,2,4,-,2
"S00164173",180,1,11,26,48,2,5,25,7,11,5,7,6,4,3,1,18
"S00164174",134,-,14,23,40,1,2,12,5,7,1,3,14,1,2,1,6
"S00164175",63,-,5,6,14,3,2,9,-,1,-,4,7,7,3,-,3
"S00164176",88,-,8,2,11,-,-,15,1,5,2,3,11,19,3,-,10
"S00164177",115,-,18,16,29,2,2,15,1,3,4,3,6,2,4,-,9
"S00164178",78,-,3,4,13,1,3,8,-,4,4,2,16,11,5,-,7
"S00164179",92,-,-,8,18,3,1,13,1,4,3,2,10,15,4,-,7
"S00164180",103,-,7,9,25,4,1,11,2,5,3,-,13,6,9,-,5
"S00164181",87,-,3,8,28,4,-,17,5,4,2,3,5,3,1,1,5
"S00164182",61,-,9,7,14,3,2,8,2,1,4,1,3,5,3,-,4
"S00164183",175,-,3,11,43,5,7,20,4,3,2,6,17,9,41,-,8
"S00164184",86,-,1,6,16,-,3,16,3,2,2,1,12,8,5,-,6
