OutputArea,All people aged 16 and over in employment the week before the census (including full-time students if they gave a work address as the address they primarily travel to for work or study),Mainly work from home,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Other - No fixed place of work or working outside the UK
S00135799,71,27,9,20,8,1,-,-,-,1,5
S00135800,43,7,7,15,7,-,1,-,2,1,4
S00135801,38,15,1,5,4,1,-,-,-,-,12
S00135802,28,12,3,8,3,-,-,-,-,-,2
S00135803,46,17,4,11,9,2,-,-,-,-,4
S00135804,50,9,2,14,15,2,-,-,-,-,9
S00135805,18,6,3,6,4,-,-,-,-,-,2
S00135806,47,8,4,14,9,3,1,-,-,-,8
S00135807,45,9,3,15,4,3,-,-,-,-,11
S00135808,37,15,2,16,5,-,-,-,-,-,2
S00135809,45,9,3,19,6,2,-,-,-,-,3
S00135810,58,19,1,10,19,4,2,-,-,-,6
S00135811,70,24,7,10,4,-,-,2,1,-,22
S00135812,50,11,3,17,5,2,-,-,-,-,12
S00135813,46,14,5,11,4,1,-,-,-,-,11
S00135814,31,8,1,6,4,4,1,-,-,-,12
S00135815,20,5,-,9,2,2,-,-,-,-,2
S00135816,51,13,6,15,4,3,-,-,-,1,8
S00135817,56,11,2,19,10,2,1,-,-,1,11
S00135818,46,15,5,12,6,-,-,-,-,1,7
S00135819,58,12,-,16,8,-,5,-,-,-,12
S00135820,72,14,6,23,9,3,1,-,-,-,12
S00135821,42,7,8,12,3,1,-,-,-,2,11
S00135822,49,6,8,18,12,1,-,-,-,-,4
S00135823,63,18,4,13,8,5,-,-,-,-,17
S00135824,83,19,5,22,18,3,-,-,-,-,16
S00135825,49,8,-,12,10,-,1,-,-,-,17
S00135826,43,12,4,7,3,2,-,-,-,-,11
S00135827,29,6,2,12,4,2,-,-,-,-,3
S00135828,86,26,6,26,10,2,-,1,3,1,11
S00135829,27,9,1,4,4,-,-,-,-,1,6
S00135830,31,11,-,9,7,2,-,-,-,-,4
S00135831,53,14,1,16,15,2,1,-,-,2,7
S00135832,85,27,4,24,20,2,-,1,1,-,10
S00135833,52,8,3,16,9,3,-,1,-,-,13
S00135834,56,16,5,11,5,3,-,-,1,-,13
S00135835,71,26,3,19,11,2,-,-,-,2,13
S00135836,54,7,4,17,11,4,-,-,-,-,11
S00135837,67,11,2,21,19,5,-,-,-,-,11
S00135838,59,20,20,12,5,-,1,-,-,-,5
S00135839,76,30,6,20,8,3,-,-,-,-,9
S00135840,78,19,9,22,12,4,2,-,-,-,13
S00135841,32,14,-,11,2,3,-,-,-,-,2
S00135842,34,13,4,8,7,-,-,-,1,-,1
S00135843,10,3,-,4,-,1,-,-,-,-,2
S00135844,22,4,-,8,6,1,-,-,-,-,3
S00135845,39,5,3,8,14,3,-,1,-,-,6
S00135846,63,20,8,17,5,2,2,-,-,-,9
S00135847,28,10,3,12,2,-,-,-,-,-,7
S00135848,53,12,15,14,7,4,1,-,-,-,4
S00135849,21,8,2,3,7,1,1,-,1,-,5
S00135850,47,12,1,11,11,3,3,-,-,2,8
S00135851,65,13,4,23,8,2,-,-,-,-,9
S00135852,34,9,2,7,7,3,1,-,2,-,4
S00135853,9,1,1,2,2,-,-,-,-,-,3
S00135854,37,11,5,8,7,2,-,-,-,-,5
S00135855,27,7,2,5,5,2,1,-,-,2,5
S00135856,26,13,3,6,2,-,-,-,-,-,3
S00135857,21,2,-,12,3,2,-,-,-,-,-
S00135858,30,7,-,12,-,1,-,-,2,1,3
S00135859,34,8,2,9,6,1,2,-,-,-,3
S00135860,37,13,2,7,12,-,1,-,-,-,5
S00135861,29,8,5,3,6,-,-,-,-,-,8
S00135862,39,4,4,16,8,3,1,-,-,3,5
S00135863,43,10,2,12,7,2,-,-,-,-,10
S00135864,33,8,5,10,3,-,3,-,-,-,4
S00135865,42,9,8,11,5,-,-,-,-,1,8
S00135866,40,16,2,8,7,4,1,-,-,-,4
S00135867,59,18,7,15,11,2,-,-,1,1,4
S00135868,63,23,16,11,9,1,1,-,1,-,4
S00135869,29,4,8,11,4,-,-,-,-,-,5
S00135870,45,7,8,14,7,-,3,-,2,1,4
S00135871,74,22,9,14,11,5,-,-,-,1,12
S00135872,23,8,1,2,4,-,-,-,-,-,1
S00135873,63,18,-,16,13,1,-,-,1,-,15
S00135874,57,20,14,2,11,1,1,-,-,-,5
S00135875,71,12,8,15,18,3,-,-,-,1,14
S00135876,45,11,3,10,9,2,-,-,-,-,10
S00135877,62,10,7,22,12,2,-,-,-,-,9
S00135878,87,28,22,23,7,2,1,-,2,-,3
S00135879,38,11,1,13,4,1,-,-,-,-,7
S00135880,39,11,7,5,3,-,2,-,-,-,7
S00135881,55,17,3,16,12,2,-,-,-,-,8
S00135882,49,8,4,14,12,-,-,-,-,-,10
S00135883,32,7,5,6,1,-,-,-,-,-,6
S00135884,32,13,1,7,2,-,-,-,-,-,8
S00135885,27,4,3,6,5,1,-,-,-,-,8
S00135886,47,20,6,14,2,1,4,-,-,-,5
S00135887,22,3,5,8,1,-,-,-,-,1,4
S00135888,35,14,2,7,6,-,-,-,-,-,6
S00135889,33,16,-,6,10,-,-,1,-,-,1
S00135890,48,22,-,5,10,1,-,-,-,-,8
S00135891,37,6,1,17,8,-,1,-,-,2,5
S00135892,50,17,7,15,7,1,-,-,-,-,6
S00135893,57,15,5,15,10,2,1,-,-,-,7
S00135894,48,9,3,15,13,1,-,-,-,-,7
S00135895,78,18,7,19,22,4,1,-,2,1,9
S00135896,75,23,3,19,10,1,1,-,1,-,15
S00135897,60,11,10,13,8,3,1,1,-,-,12
S00135898,55,12,2,19,9,3,3,-,-,-,10
S00135899,40,13,2,11,3,1,1,-,-,1,4
S00135900,40,17,3,13,4,2,-,-,1,-,3
S00135901,45,7,3,13,13,2,-,1,-,-,7
S00135902,51,11,4,15,8,1,2,-,-,-,11
S00135903,43,12,1,13,5,2,-,-,-,1,6
S00135904,31,6,3,8,6,-,1,-,-,-,8
S00135905,31,10,3,9,1,-,-,-,1,-,7
S00135906,31,10,5,9,5,2,-,-,-,-,-
S00135907,37,9,1,10,7,3,1,-,-,1,6
S00135908,55,15,2,9,14,1,-,-,-,-,17
S00135909,39,7,2,14,5,-,-,-,-,-,10
S00135910,32,14,1,7,1,1,-,-,-,-,5
S00135911,56,16,5,15,11,1,-,-,-,-,10
S00135912,55,24,7,7,7,-,-,-,-,-,8
S00135913,68,19,19,13,6,2,-,-,-,-,9
S00135914,51,12,1,14,9,3,-,-,-,1,11
S00135915,51,12,10,13,7,1,-,-,-,-,5
S00135916,43,18,8,7,5,2,-,-,-,2,7
S00135917,74,24,4,14,17,3,-,-,-,1,15
S00135918,57,17,2,16,14,1,-,-,-,1,7
S00135919,37,11,6,5,2,2,-,1,-,-,7
S00135920,63,14,6,17,15,4,-,-,-,-,7
S00135921,52,8,10,21,8,1,-,-,-,-,9
S00135922,62,17,2,5,23,-,-,-,2,-,7
S00135923,38,11,4,11,7,3,-,-,-,-,6
S00135924,48,4,1,13,14,3,2,-,-,2,9
S00135925,37,6,4,11,6,1,-,-,1,-,8
S00135926,32,8,4,7,4,1,-,-,-,-,7
S00135927,51,16,10,6,7,1,-,1,-,-,10
S00135928,31,13,8,5,3,1,-,-,-,-,4
S00135929,35,6,6,11,-,2,1,1,1,2,1
S00135930,84,31,1,17,25,2,1,-,-,-,10
S00135931,66,15,12,13,9,1,-,-,-,-,12
S00135932,25,2,4,8,3,-,-,-,-,-,9
S00135933,69,17,9,17,9,6,-,-,1,-,10
S00135934,54,12,12,16,4,3,2,-,-,1,4
S00135935,43,15,5,10,5,1,2,1,2,-,8
S00135936,46,10,5,14,6,2,1,-,-,1,9
S00135937,43,11,4,15,1,2,-,-,-,-,7
S00135938,57,15,4,14,16,2,-,-,-,-,6
S00135939,33,9,9,10,2,-,-,-,-,-,3
S00135940,23,1,-,8,3,1,-,-,-,-,8
S00135941,57,10,6,17,13,1,1,-,1,-,5
S00135942,49,13,3,14,11,1,-,-,-,-,5
S00135943,63,18,1,6,31,3,-,-,-,-,3
S00135944,91,15,6,21,21,2,1,-,-,1,22
S00135945,28,11,4,6,2,2,1,-,-,2,4
S00135946,96,30,2,17,32,2,4,-,1,-,8
S00135947,57,11,7,16,8,2,-,-,-,-,10
S00135948,46,13,5,3,7,6,2,-,1,-,10
S00135949,95,30,7,17,28,2,-,-,1,-,17
S00135950,29,9,-,6,6,-,-,-,-,-,6
S00135951,51,16,4,6,4,4,-,-,2,1,10
S00135952,36,14,2,12,2,-,1,-,-,-,4
S00135953,36,12,9,8,2,3,1,-,-,-,-
S00135954,75,15,-,14,24,3,-,-,-,1,13
S00135955,70,22,9,18,9,2,-,-,1,-,12
S00135956,62,19,8,12,16,4,-,-,1,-,10
S00135957,62,18,14,13,7,-,1,-,2,-,4
S00135958,39,10,7,7,6,1,-,-,-,-,9
S00135959,61,10,12,20,7,-,1,-,-,1,9
S00135960,81,20,12,23,5,3,1,-,-,-,13
S00135961,74,12,7,13,17,4,1,-,-,-,14
S00135962,32,14,3,9,3,-,-,-,-,-,3
S00135963,82,26,1,6,28,6,-,-,1,2,12
S00135964,44,12,14,9,4,2,-,-,-,-,3
S00135965,33,8,10,9,2,1,-,-,-,1,2
S00135966,41,7,9,13,7,3,-,-,-,-,2
S00135967,60,18,7,17,4,-,2,2,1,-,9
S00135968,67,19,10,13,11,5,-,-,-,-,13
S00135969,24,7,4,1,4,-,-,-,1,-,6
S00135970,41,13,7,11,4,-,-,-,-,-,5
S00135971,56,13,14,14,5,-,1,-,-,-,9
S00135972,34,14,4,5,4,1,-,-,1,-,6
S00135973,53,9,9,14,7,-,3,-,-,-,10
S00135974,56,21,7,15,4,1,2,-,-,2,6
S00135975,45,21,7,10,4,-,-,-,-,-,3
S00135976,37,10,8,18,2,2,-,-,-,-,1
S00135977,43,13,1,12,7,-,1,-,-,-,10
S00135978,32,8,5,7,4,-,-,1,1,-,5
S00135979,31,9,-,7,7,-,-,-,-,-,8
S00135980,63,18,-,16,11,2,-,-,-,-,9
S00135981,70,28,6,7,21,3,1,-,-,-,6
S00135982,48,15,10,9,10,-,-,-,1,1,3
S00135983,42,10,5,16,-,2,-,-,1,-,7
S00135984,53,9,7,10,11,3,3,-,-,-,7
S00135985,51,5,7,20,6,2,-,-,-,1,11
S00135986,45,14,3,11,8,2,1,-,-,-,5
S00135987,24,8,2,3,3,1,-,-,-,-,4
S00135988,26,14,3,2,2,-,-,-,-,1,5
S00135989,41,10,8,13,3,-,-,-,-,-,7
S00135990,34,14,-,6,10,2,-,-,-,-,4
S00135991,20,4,5,4,2,-,-,-,-,-,2
S00135992,49,13,7,15,10,1,-,-,-,-,4
S00135993,57,17,1,11,17,1,-,-,-,2,7
S00135994,93,27,2,10,35,5,2,-,-,-,7
S00135995,13,5,1,5,-,2,-,-,-,-,2
S00135996,98,22,1,20,38,3,2,-,-,1,11
S00135997,34,11,9,6,3,-,-,-,-,-,5
S00135998,36,19,6,6,-,-,-,-,1,-,2
S00135999,55,19,4,15,6,-,2,-,-,1,9
S00136000,39,11,5,11,2,-,-,-,-,1,4
S00136001,27,5,4,9,1,1,-,-,-,-,6
S00136002,40,4,6,7,11,2,-,-,-,1,9
S00136003,37,8,10,7,4,-,-,-,-,-,9
S00136004,37,15,8,4,2,1,-,-,-,-,3
S00136005,54,16,1,12,10,4,1,-,-,-,11
S00136006,41,15,8,6,1,3,1,-,-,-,7
S00136007,92,20,25,25,6,2,1,2,1,-,12
S00136008,35,11,8,8,-,-,-,-,-,-,2
S00136009,49,10,7,18,6,1,-,1,1,1,6
S00136010,65,19,-,9,25,5,1,-,1,4,7
S00136011,61,5,7,27,6,-,2,-,-,-,15
S00136012,41,11,7,11,-,1,-,-,-,-,8
S00136013,49,14,8,15,6,3,-,-,-,-,6
S00136014,68,15,17,8,5,1,-,-,-,1,15
S00136015,33,7,7,6,5,2,-,-,-,-,6
S00136016,29,11,3,10,3,-,-,-,-,1,3
S00136017,74,22,15,20,8,1,-,-,-,-,12
S00136018,64,12,13,23,6,1,4,-,-,-,5
S00136019,70,35,10,9,5,2,1,-,1,-,6
S00136020,71,12,8,22,9,4,4,-,-,1,12
S00136021,36,7,7,7,1,1,2,-,-,1,6
S00136022,59,16,6,12,6,-,1,-,-,1,16
S00136023,9,2,2,3,2,-,1,-,-,-,-
S00136024,44,14,4,7,7,3,-,-,-,-,9
S00136025,58,16,6,20,7,-,-,-,-,1,9
S00136026,35,10,6,8,2,1,2,-,-,1,4
S00136027,25,9,4,4,3,1,1,-,-,-,1
S00136028,23,6,1,6,3,1,-,-,-,1,6
S00136029,43,13,-,3,20,1,-,-,-,-,10
S00136030,64,19,1,10,18,4,1,-,1,-,13
S00136031,56,10,11,12,6,-,-,-,-,2,11
S00136032,56,21,7,12,4,3,2,-,-,-,10
S00136033,79,23,15,20,5,1,-,-,1,3,11
S00136034,55,14,11,12,3,3,-,-,-,-,5
S00136035,70,7,17,21,4,3,2,-,-,2,10
S00136036,52,13,9,14,7,3,1,-,-,-,5
S00136037,45,14,7,9,4,-,-,-,-,-,12
S00136038,27,7,1,5,7,-,4,-,-,-,5
S00136039,36,5,8,12,3,-,-,-,-,3,3
S00136040,51,10,10,9,8,4,2,1,-,-,8
S00136041,68,26,8,16,11,-,-,-,-,-,9
S00136042,56,15,9,10,9,6,-,-,1,1,7
S00136043,45,6,5,9,14,3,-,-,-,-,11
S00136044,24,5,5,12,5,-,-,-,-,-,2
S00136045,68,18,7,19,7,4,-,-,-,1,20
S00136046,43,7,9,11,8,2,-,-,-,-,6
S00136047,66,19,9,10,8,1,2,-,-,1,10
S00136048,57,15,7,10,12,-,-,-,-,-,13
S00136049,56,16,14,7,5,3,-,-,-,-,10
S00136050,71,27,1,5,23,2,1,-,-,1,14
S00136051,62,12,5,16,14,3,-,-,-,-,11
S00136052,33,7,7,8,3,2,1,-,-,-,4
S00136053,52,11,5,19,7,2,-,-,-,-,8
S00136054,66,12,2,31,5,5,-,-,-,-,4
S00136055,51,11,9,13,6,1,-,-,-,1,10
S00136056,34,12,6,9,3,-,-,-,-,1,2
S00136057,47,22,9,6,4,1,-,-,1,-,4
S00136058,27,5,4,9,3,1,1,-,-,-,6
S00136059,37,9,4,5,9,2,-,-,-,-,5
S00136060,41,6,4,14,5,-,1,-,-,-,8
S00136061,61,23,12,18,2,4,-,-,1,1,4
S00136062,34,14,7,5,6,2,-,-,-,-,3
S00136063,52,19,12,12,1,3,-,-,-,-,8
S00136064,61,19,10,13,4,1,2,-,2,-,4
S00136065,54,22,7,15,3,4,-,-,-,-,6
S00136066,36,5,10,9,3,1,-,-,-,-,5
S00136067,29,12,3,7,4,2,-,-,-,-,8
S00136068,58,16,20,10,4,1,-,-,-,3,-
S00136069,56,10,7,18,8,2,-,-,-,-,7
S00136070,50,19,-,6,17,1,-,-,-,1,9
S00136071,68,21,14,7,9,2,-,-,-,-,13
S00136072,39,14,6,6,6,4,-,-,2,-,-
S00136073,33,10,8,9,3,-,-,-,-,-,6
S00136074,59,15,6,13,8,-,-,-,2,-,10
S00136075,58,17,12,13,4,3,3,1,-,2,7
S00136076,49,18,6,13,5,-,3,1,-,-,3
S00136077,41,20,5,7,4,-,3,-,-,-,2
S00136078,103,30,4,10,42,5,3,1,4,-,10
S00136079,33,5,9,6,1,-,2,-,1,-,7
S00136080,82,24,18,19,9,2,-,-,-,-,12
S00136081,23,6,2,7,4,2,-,-,-,-,-
S00136082,39,6,9,7,5,1,-,-,-,-,8
S00136083,58,17,7,13,8,5,3,-,-,-,7
S00136084,59,13,4,16,9,-,1,-,-,-,10
S00136085,41,10,2,6,6,1,-,-,1,1,8
S00136086,37,13,5,9,4,-,-,-,-,-,1
S00136087,54,15,11,13,4,2,2,-,-,1,6
S00136088,35,7,11,10,1,1,-,-,-,-,4
S00136089,55,18,3,6,21,1,-,-,-,2,6
S00136090,36,12,4,10,2,-,-,-,-,1,5
S00136091,56,23,4,13,9,-,-,-,-,-,6
S00136092,91,19,13,24,20,1,-,-,-,1,13
S00136093,64,19,10,15,11,1,-,-,1,-,8
S00136094,33,10,5,7,-,1,-,-,-,-,8
S00136095,26,8,1,5,5,2,-,-,-,1,7
S00136096,69,21,12,15,10,3,-,-,-,2,7
S00136097,79,28,11,23,4,4,1,-,1,-,7
S00136098,53,27,2,10,10,-,1,-,-,-,8
S00136099,65,9,19,15,11,1,2,-,-,-,11
S00136100,64,18,21,9,3,3,-,-,-,-,8
S00136101,50,19,8,12,4,-,-,-,-,1,5
S00136102,56,13,8,16,7,-,1,-,-,-,11
S00136103,44,9,4,20,5,1,1,-,-,1,4
S00136104,47,7,7,12,12,1,-,-,-,2,10
S00136105,53,15,15,13,5,1,-,-,-,-,6
S00136106,36,16,4,6,4,2,-,-,-,-,7
S00136107,49,9,11,9,-,-,3,-,1,-,8
S00136108,60,17,8,15,3,-,2,-,-,1,14
S00136109,53,11,6,11,14,-,-,-,-,-,10
S00136110,28,4,6,10,6,2,-,-,-,-,1
S00136111,48,11,9,8,7,3,2,-,-,-,8
S00136112,81,21,4,18,15,1,-,-,2,-,18
S00136113,42,9,-,14,8,1,1,-,-,-,6
S00136114,79,24,18,15,7,3,4,-,-,1,10
S00136115,53,12,6,12,7,4,-,1,-,-,10
S00136116,35,5,5,3,9,3,2,-,-,-,8
S00136117,40,12,6,5,6,2,1,-,-,-,11
S00136118,34,7,6,12,3,2,-,-,-,-,4
S00136119,50,12,9,11,8,-,-,-,-,-,8
S00136120,43,2,4,11,10,2,-,-,-,1,11
S00136121,66,19,10,21,5,-,2,-,-,-,9
S00136122,67,20,22,12,4,5,1,-,-,-,7
S00136123,83,24,22,24,4,2,-,-,-,1,7
S00136124,32,6,3,12,5,-,-,-,-,-,7
S00136125,50,13,4,10,12,3,-,-,-,2,7
S00136126,16,6,4,6,1,-,-,-,-,-,2
S00136127,77,13,6,24,20,1,-,-,-,-,11
S00136128,35,10,9,6,4,-,-,-,2,3,3
S00136129,51,12,5,13,7,1,1,-,1,3,6
S00136130,42,7,8,11,11,-,-,-,-,-,6
S00136131,35,6,8,8,4,-,1,-,-,-,9
S00136132,22,5,4,3,6,-,-,-,-,-,2
S00136133,67,18,-,10,22,5,2,-,-,1,7
S00136134,41,8,3,14,13,1,-,-,-,-,4
S00136135,36,11,7,6,1,1,-,-,1,1,5
S00136136,44,12,3,16,10,-,-,-,-,-,1
S00136137,38,9,4,10,6,1,-,-,-,-,8
S00136138,11,3,-,1,1,-,-,1,-,-,1
S00136139,8,2,-,4,-,-,-,-,-,-,-
S00136140,66,20,2,16,14,1,-,-,-,-,13
S00136141,42,8,4,21,4,-,2,-,-,-,5
S00136142,36,9,14,6,2,-,-,-,-,-,4
S00136143,42,17,7,6,-,2,-,2,-,-,6
S00136144,72,21,7,19,7,1,2,-,-,3,12
S00136145,38,19,6,7,3,1,1,-,-,-,3
S00136146,63,12,15,17,6,1,-,-,-,1,10
S00136147,39,12,7,9,6,-,-,1,-,-,8
S00136148,48,11,2,13,14,-,-,-,-,-,13
S00136149,36,7,8,11,3,2,1,-,-,-,5
S00136150,73,20,16,23,5,5,1,-,1,-,3
S00136151,31,6,3,3,14,-,-,-,-,-,2
S00136152,35,10,3,9,10,2,-,-,-,-,1
S00136153,36,5,12,7,5,2,-,-,2,-,5
S00136154,52,17,6,14,2,1,1,-,-,-,11
S00136155,31,8,2,3,11,2,-,-,-,-,4
S00136156,65,23,14,9,6,2,-,-,-,-,14
S00136157,33,13,8,5,1,3,-,-,-,-,-
S00136158,51,12,1,7,17,-,1,-,-,-,9
S00136159,50,16,1,7,15,4,-,-,-,3,6
S00136160,47,8,8,10,9,1,-,-,-,-,11
S00136161,53,6,8,14,7,1,1,-,-,-,13
S00136162,45,6,9,8,11,2,-,-,-,-,14
S00136163,31,5,5,9,5,-,-,-,2,-,5
S00136164,46,7,8,17,5,2,-,-,-,-,10
S00136165,35,7,2,7,12,-,1,-,-,1,5
S00136166,35,7,10,4,4,-,2,-,-,-,4
S00136167,5,1,2,3,-,-,1,-,-,-,1
S00136168,59,18,12,11,-,8,-,1,-,-,8
S00136169,39,12,4,9,4,1,-,-,-,-,11
S00136170,30,8,5,2,4,1,2,-,-,-,6
S00136171,35,8,10,4,4,-,-,-,-,4,7
S00136172,41,13,8,2,4,3,-,-,-,-,6
S00136173,31,8,4,10,4,-,-,-,1,-,3
S00136174,104,24,12,18,13,10,3,-,2,1,21
S00136175,37,12,3,8,4,1,-,-,-,-,12
S00136176,78,17,2,9,26,2,-,-,-,1,15
S00136177,48,11,-,13,7,1,1,-,-,-,14
S00136178,56,17,13,9,2,3,-,-,-,-,11
S00136179,58,21,8,14,6,-,-,-,-,-,9
S00136180,106,25,14,28,9,4,4,-,2,2,20
S00136181,40,11,16,6,2,-,-,-,-,-,5
S00136182,56,14,8,18,6,-,-,-,-,-,10
S00136183,68,14,5,20,11,4,-,-,-,-,16
S00136184,74,11,10,17,18,1,-,-,-,1,16
S00136185,43,8,11,10,1,-,3,-,3,2,4
S00136186,58,18,10,9,4,5,2,1,-,-,10
S00136187,44,9,7,13,2,-,1,2,-,-,10
S00136188,26,5,6,10,1,-,-,-,-,-,2
S00136189,46,10,7,10,3,1,3,-,2,-,9
S00136190,46,9,7,12,7,2,-,-,5,1,6
S00136191,38,15,6,4,4,2,-,-,-,-,-
S00136192,82,20,17,11,17,1,1,-,2,1,10
S00136193,63,14,14,13,6,2,7,-,-,1,7
S00136194,65,14,17,12,10,2,-,-,-,2,11
S00136195,60,10,18,11,6,3,2,-,-,-,6
S00136196,47,9,12,10,4,3,-,-,2,1,4
S00136197,53,13,8,13,10,3,3,-,-,-,5
S00136198,42,6,4,14,10,2,-,-,2,-,5
S00136199,38,3,10,10,2,3,1,-,-,-,8
S00136200,16,4,4,-,7,-,-,-,1,-,1
S00136201,68,17,8,15,7,5,1,-,-,1,15
S00136202,44,10,6,11,7,1,-,-,1,-,8
S00136203,58,10,3,19,13,3,-,-,-,-,7
S00136204,83,23,16,12,8,3,2,1,-,-,17
S00136205,39,6,9,6,4,1,3,-,-,2,7
S00136206,44,19,14,4,4,-,1,-,-,-,7
S00136207,41,12,10,12,4,-,-,-,-,-,5
S00136208,37,12,6,5,9,-,1,-,-,-,4
S00136209,51,11,3,7,16,-,1,-,-,-,11
S00136210,72,21,1,5,31,1,-,2,2,-,8
S00136211,34,7,7,8,6,-,-,-,-,2,6
S00136212,48,12,8,14,4,-,1,1,-,-,8
S00136213,27,5,8,7,4,-,-,-,-,-,2
S00136214,41,10,11,2,4,2,-,-,-,2,7
S00136215,52,16,6,10,10,-,-,-,-,-,3
S00136216,51,13,8,14,4,1,-,1,-,-,7
S00136217,70,18,3,22,9,-,1,-,-,-,17
S00136218,36,8,12,5,3,-,1,-,-,-,6
S00136219,42,18,2,9,6,4,1,1,-,-,3
S00136220,44,12,5,12,5,-,-,-,-,3,7
S00136221,46,15,5,12,6,-,-,-,1,-,8
S00136222,22,6,1,6,4,1,2,-,-,-,4
S00136223,84,33,9,4,30,3,-,-,-,-,4
S00136224,26,6,6,5,2,1,-,-,-,1,5
S00136225,39,6,3,16,5,2,-,-,-,-,6
S00136226,49,12,4,10,13,-,-,-,-,-,11
S00136227,39,17,10,6,2,2,-,-,-,-,6
S00136228,83,20,8,23,18,2,-,-,-,3,12
S00136229,39,9,3,13,2,2,-,-,1,1,8
S00136230,38,8,7,13,2,4,-,-,-,1,5
S00136231,34,7,14,8,2,1,-,-,1,-,1
S00136232,82,17,14,17,21,-,2,-,1,3,10
S00136233,34,11,10,4,3,-,1,-,-,-,9
S00136234,46,10,10,10,4,1,2,-,-,-,10
S00136235,21,8,2,2,7,1,-,-,-,-,1
S00136236,62,10,21,8,5,4,4,-,-,1,11
S00136237,94,30,9,21,9,5,3,-,-,4,12
S00136238,57,15,19,9,3,4,1,-,-,-,8
S00136239,44,4,7,9,3,-,1,1,3,12,2
S00136240,52,9,5,9,15,-,1,-,-,-,12
S00136241,26,5,6,4,1,5,1,-,-,-,4
S00136242,66,11,18,19,6,2,1,-,-,-,9
S00136243,49,16,7,16,4,1,-,-,-,-,5
S00136244,59,19,6,14,13,-,-,-,-,1,8
S00136245,71,12,32,12,10,1,-,-,-,-,4
S00136246,39,7,6,5,1,2,-,-,-,-,14
S00136247,65,13,4,16,15,1,-,-,1,-,14
S00136248,80,22,26,15,7,-,-,-,-,2,8
S00136249,37,10,4,6,10,-,1,-,-,1,5
S00136250,54,14,10,14,9,1,-,-,-,1,6
S00136251,51,16,10,9,4,1,-,-,1,-,11
S00136252,36,10,9,6,2,3,-,-,-,2,4
S00136253,32,12,6,5,-,-,-,-,1,-,6
S00136254,72,14,20,16,9,1,1,-,-,-,13
S00136255,84,25,4,10,28,6,2,-,-,-,10
S00136256,37,6,3,8,14,-,1,-,-,-,4
S00136257,56,14,17,6,3,2,2,-,2,-,11
S00136258,51,13,12,13,3,3,1,-,-,-,4
S00136259,120,47,4,16,32,2,-,-,-,1,19
S00136260,5,1,1,1,-,1,-,-,-,-,1
S00136261,45,8,14,11,-,1,-,-,-,-,9
S00136262,60,15,18,11,4,4,1,-,1,4,4
S00136263,40,15,10,8,2,-,-,-,-,1,3
S00136264,52,10,13,11,11,7,-,-,-,2,5
S00136265,62,17,14,10,6,3,-,-,-,1,9
S00136266,32,5,1,2,13,-,-,-,-,1,5
S00136267,51,9,13,12,4,-,-,-,-,-,9
S00136268,48,22,5,11,2,1,2,-,-,2,7
S00136269,43,11,9,9,6,2,-,-,1,-,5
S00136270,40,13,8,3,4,1,2,-,-,-,6
S00136271,57,15,12,16,6,-,-,-,1,-,7
S00136272,65,11,7,25,10,1,2,-,-,-,14
S00136273,34,6,1,8,5,-,-,1,1,-,9
S00136274,51,15,9,1,7,7,1,-,2,-,7
S00136275,64,21,9,14,10,2,-,-,-,-,11
S00136276,44,6,2,14,17,-,-,-,-,-,8
S00136277,37,7,11,10,6,-,-,-,-,-,1
S00136278,58,21,13,10,6,-,3,-,-,-,4
S00136279,18,3,6,5,1,-,1,-,-,-,-
S00136280,53,15,6,13,9,-,-,-,1,-,5
S00136281,71,23,24,5,5,3,2,-,1,-,6
S00136282,25,6,2,8,6,-,-,1,-,2,2
S00136283,30,7,1,8,5,-,3,-,-,-,6
S00136284,81,24,17,17,11,4,-,-,-,-,6
S00136285,44,16,6,10,3,2,-,-,-,2,5
S00136286,42,8,12,13,3,1,-,2,2,-,2
S00136287,48,15,13,9,5,-,-,-,-,1,6
S00136288,64,11,12,12,9,1,7,-,-,-,15
S00136289,66,23,4,15,11,2,-,-,-,-,10
S00136290,74,19,28,8,4,3,3,-,2,-,7
S00136291,53,20,18,9,2,-,2,-,-,-,4
S00136292,38,9,2,8,9,-,3,-,-,-,2
S00136293,48,16,16,8,3,1,-,-,-,-,6
S00136294,37,11,3,10,9,-,-,-,-,-,6
S00136295,25,6,6,1,-,2,-,2,-,2,6
S00136296,43,12,6,8,5,5,-,-,-,-,6
S00136297,47,11,13,7,5,-,-,-,-,2,9
S00136298,55,16,12,11,2,-,-,-,1,-,16
S00136299,69,29,13,14,7,1,1,1,-,-,3
S00136300,54,15,-,15,13,1,-,-,-,-,10
S00136301,77,19,17,17,5,1,4,-,-,1,15
S00136302,48,13,6,15,4,-,-,-,-,3,3
S00136303,75,16,23,13,7,5,-,-,2,-,2
S00136304,53,14,11,14,6,3,2,-,-,-,6
S00136305,53,14,11,11,4,3,2,-,-,-,6
S00136306,40,14,4,10,7,1,-,-,-,-,4
S00136307,53,19,13,8,1,6,-,-,-,2,5
S00136308,86,32,15,12,12,-,1,-,-,-,14
S00136309,62,10,15,19,6,-,2,-,-,1,8
S00136310,66,21,10,12,7,4,-,-,-,-,12
S00136311,40,9,10,7,7,-,-,-,-,-,5
